date,province,country,lat,long,type,cases
2020-08-13,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-14,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-15,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-16,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-17,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-18,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-19,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-20,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-21,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-22,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-23,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-24,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-25,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-26,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-27,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-28,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-29,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-30,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-08-31,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-01,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-02,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-03,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-04,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-05,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-06,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-07,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-08,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-09,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-10,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-11,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-12,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-13,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-14,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-15,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-16,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-17,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-18,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-19,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-20,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-21,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-22,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-23,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-24,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-25,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-26,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-27,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-28,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-29,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-09-30,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-10-01,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-10-02,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-10-03,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-10-04,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-10-05,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-10-06,Faroe Islands,Denmark,61.8926,-6.9118,death,0
2020-01-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-31,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-02-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-03-31,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-04-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-05-31,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-06-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-07-31,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-08-31,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-07,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-08,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-09,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-10,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-11,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-12,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-13,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-14,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-15,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-16,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-17,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-18,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-19,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-20,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-21,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-22,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-23,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-24,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-25,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-26,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-27,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-28,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-29,Greenland,Denmark,71.7069,-42.6043,death,0
2020-09-30,Greenland,Denmark,71.7069,-42.6043,death,0
2020-10-01,Greenland,Denmark,71.7069,-42.6043,death,0
2020-10-02,Greenland,Denmark,71.7069,-42.6043,death,0
2020-10-03,Greenland,Denmark,71.7069,-42.6043,death,0
2020-10-04,Greenland,Denmark,71.7069,-42.6043,death,0
2020-10-05,Greenland,Denmark,71.7069,-42.6043,death,0
2020-10-06,Greenland,Denmark,71.7069,-42.6043,death,0
2020-01-22,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-23,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-24,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-25,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-26,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-27,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-28,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-29,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-30,NA,Denmark,56.2639,9.5018,recovered,0
2020-01-31,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-01,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-02,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-03,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-04,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-05,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-06,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-07,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-08,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-09,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-10,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-11,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-12,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-13,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-14,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-15,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-16,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-17,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-18,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-19,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-20,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-21,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-22,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-23,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-24,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-25,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-26,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-27,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-28,NA,Denmark,56.2639,9.5018,recovered,0
2020-02-29,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-01,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-02,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-03,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-04,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-05,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-06,NA,Denmark,56.2639,9.5018,recovered,1
2020-03-07,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-08,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-09,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-10,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-11,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-12,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-13,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-14,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-15,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-16,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-17,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-18,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-19,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-20,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-21,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-22,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-23,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-24,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-25,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-26,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-27,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-28,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-29,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-30,NA,Denmark,56.2639,9.5018,recovered,0
2020-03-31,NA,Denmark,56.2639,9.5018,recovered,0
2020-04-01,NA,Denmark,56.2639,9.5018,recovered,893
2020-04-02,NA,Denmark,56.2639,9.5018,recovered,195
2020-04-03,NA,Denmark,56.2639,9.5018,recovered,104
2020-04-04,NA,Denmark,56.2639,9.5018,recovered,90
2020-04-05,NA,Denmark,56.2639,9.5018,recovered,44
2020-04-06,NA,Denmark,56.2639,9.5018,recovered,51
2020-04-07,NA,Denmark,56.2639,9.5018,recovered,113
2020-04-08,NA,Denmark,56.2639,9.5018,recovered,130
2020-04-09,NA,Denmark,56.2639,9.5018,recovered,115
2020-04-10,NA,Denmark,56.2639,9.5018,recovered,37
2020-04-11,NA,Denmark,56.2639,9.5018,recovered,182
2020-04-12,NA,Denmark,56.2639,9.5018,recovered,168
2020-04-13,NA,Denmark,56.2639,9.5018,recovered,112
2020-04-14,NA,Denmark,56.2639,9.5018,recovered,280
2020-04-15,NA,Denmark,56.2639,9.5018,recovered,233
2020-04-16,NA,Denmark,56.2639,9.5018,recovered,275
2020-04-17,NA,Denmark,56.2639,9.5018,recovered,366
2020-04-18,NA,Denmark,56.2639,9.5018,recovered,458
2020-04-19,NA,Denmark,56.2639,9.5018,recovered,294
2020-04-20,NA,Denmark,56.2639,9.5018,recovered,171
2020-04-21,NA,Denmark,56.2639,9.5018,recovered,388
2020-04-22,NA,Denmark,56.2639,9.5018,recovered,387
2020-04-23,NA,Denmark,56.2639,9.5018,recovered,297
2020-04-24,NA,Denmark,56.2639,9.5018,recovered,142
2020-04-25,NA,Denmark,56.2639,9.5018,recovered,143
2020-04-26,NA,Denmark,56.2639,9.5018,recovered,136
2020-04-27,NA,Denmark,56.2639,9.5018,recovered,154
2020-04-28,NA,Denmark,56.2639,9.5018,recovered,162
2020-04-29,NA,Denmark,56.2639,9.5018,recovered,245
2020-04-30,NA,Denmark,56.2639,9.5018,recovered,180
2020-05-01,NA,Denmark,56.2639,9.5018,recovered,183
2020-05-02,NA,Denmark,56.2639,9.5018,recovered,160
2020-05-03,NA,Denmark,56.2639,9.5018,recovered,98
2020-05-04,NA,Denmark,56.2639,9.5018,recovered,101
2020-05-05,NA,Denmark,56.2639,9.5018,recovered,208
2020-05-06,NA,Denmark,56.2639,9.5018,recovered,197
2020-05-07,NA,Denmark,56.2639,9.5018,recovered,218
2020-05-08,NA,Denmark,56.2639,9.5018,recovered,216
2020-05-09,NA,Denmark,56.2639,9.5018,recovered,166
2020-05-10,NA,Denmark,56.2639,9.5018,recovered,124
2020-05-11,NA,Denmark,56.2639,9.5018,recovered,111
2020-05-12,NA,Denmark,56.2639,9.5018,recovered,252
2020-05-13,NA,Denmark,56.2639,9.5018,recovered,83
2020-05-14,NA,Denmark,56.2639,9.5018,recovered,142
2020-05-15,NA,Denmark,56.2639,9.5018,recovered,154
2020-05-16,NA,Denmark,56.2639,9.5018,recovered,148
2020-05-17,NA,Denmark,56.2639,9.5018,recovered,120
2020-05-18,NA,Denmark,56.2639,9.5018,recovered,74
2020-05-19,NA,Denmark,56.2639,9.5018,recovered,115
2020-05-20,NA,Denmark,56.2639,9.5018,recovered,120
2020-05-21,NA,Denmark,56.2639,9.5018,recovered,107
